cid	kmname	str
637	anterior_cervical_ln_exam	anterior cervical ln exam
637	anterior_cervical_ln_exam	anterior_cervical_ln_exam
637	anterior_cervical_ln_exam	anterior cervical ln
638	posterior_cervical_ln_exam	posterior cervical ln examination
638	posterior_cervical_ln_exam	posterior cervical ln
638	posterior_cervical_ln_exam	posterior_cervical_ln_exam
638	posterior_cervical_ln_exam	posterior cervical ln exam
639	intraabdominal_ln_exam	intraabdominal_ln_exam
639	intraabdominal_ln_exam	intraabdominal ln
639	intraabdominal_ln_exam	intrabdominal ln
639	intraabdominal_ln_exam	intraabdominal ln examination
639	intraabdominal_ln_exam	intrabdominal ln examination
639	intraabdominal_ln_exam	intraabdominal ln exam
639	intraabdominal_ln_exam	intrabdominal ln exam
640	inguinal_ln_exam	inguinal ln
640	inguinal_ln_exam	inguinal_ln_exam
640	inguinal_ln_exam	inguinal ln examination
640	inguinal_ln_exam	inguinal ln exam
640	inguinal_ln_exam	inguinal/femoral lymph nodes
640	inguinal_ln_exam	inguinal femoral lymph node
641	axillary_ln_exam	axillary ln
641	axillary_ln_exam	axillary_ln_exam
641	axillary_ln_exam	axillary ln exam
641	axillary_ln_exam	axillary ln examination
642	preauricular_ln_exam	preauricular ln
642	preauricular_ln_exam	preauricular ln exam
642	preauricular_ln_exam	preauricular_ln_exam
642	preauricular_ln_exam	preauricular ln examination
643	postauricular_ln_exam	postauricular ln examination
643	postauricular_ln_exam	postauricular ln
643	postauricular_ln_exam	postauricular ln exam
643	postauricular_ln_exam	postauricular_ln_exam
644	occipital_ln_exam	occipital ln
644	occipital_ln_exam	occipital_ln_exam
644	occipital_ln_exam	occipital ln exam
644	occipital_ln_exam	occipital ln examination
645	trochlear_ln_exam	trochlear ln examination
645	trochlear_ln_exam	trochlear ln exam
645	trochlear_ln_exam	trochlear ln
645	trochlear_ln_exam	trochlear_ln_exam
646	hematology_exam	hematology
646	hematology_exam	heme
646	hematology_exam	hematologic
646	hematology_exam	hematology_exam
646	hematology_exam	hematology exam
646	hematology_exam	hematology examination
647	oncology_exam	oncology_exam
647	oncology_exam	oncology examination
647	oncology_exam	oncological
647	oncology_exam	oncology
647	oncology_exam	oncology exam
648	cardiovascular_exam	cardio
648	cardiovascular_exam	cv
648	cardiovascular_exam	cardiorespiratory
648	cardiovascular_exam	heart exam
648	cardiovascular_exam	card
648	cardiovascular_exam	cvs
648	cardiovascular_exam	cv
648	cardiovascular_exam	cardiovascular examination
648	cardiovascular_exam	cardiovascular_exam
648	cardiovascular_exam	heart
648	cardiovascular_exam	cardiovascular
648	cardiovascular_exam	cardiovascular exam
648	cardiovascular_exam	cardiovascular system
648	cardiovascular_exam	cardiac
648	cardiovascular_exam	cor
648	cardiovascular_exam	cardio
648	cardiovascular_exam	cv
648	cardiovascular_exam	cardiorespiratory
648	cardiovascular_exam	heart exam
648	cardiovascular_exam	card
648	cardiovascular_exam	cvs
648	cardiovascular_exam	cv
648	cardiovascular_exam	cardiovascular examination
648	cardiovascular_exam	cardiovascular_exam
648	cardiovascular_exam	heart
648	cardiovascular_exam	cardiovascular
648	cardiovascular_exam	cardiovascular exam
648	cardiovascular_exam	cardiovascular system
648	cardiovascular_exam	cardiac
648	cardiovascular_exam	cor
649	cardiovascular_inspection	cardiovascular inspection
649	cardiovascular_inspection	Inspection Palpation and Percussion Precordium
649	cardiovascular_inspection	inspection palpation and percussion precordium
649	cardiovascular_inspection	inspection palpation percussion precordium
649	cardiovascular_inspection	cardiovascular_inspection
650	precordial_inspection	precordial_inspection
650	precordial_inspection	precordial inspection
651	cv_auscultation	Auscultation Chest Cardiovascular
651	cv_auscultation	auscultation chest cardiovascular
651	cv_auscultation	cv auscultation
651	cv_auscultation	cv_auscultation
652	extracardiac_bruits	Auscultation Chest Extracardiac Bruits
652	extracardiac_bruits	auscultation chest extracardiac bruit
652	extracardiac_bruits	extracardiac bruits
652	extracardiac_bruits	extracardiac bruit
652	extracardiac_bruits	extracardiac_bruits
653	cardiac_sounds	Auscultation Heart S1 S2 Clicks and Gallop Sounds
653	cardiac_sounds	auscultation heart s1 s2 click and gallop sound
653	cardiac_sounds	auscultation heart s1 s2 click gallop sound
653	cardiac_sounds	cardiac sounds
653	cardiac_sounds	cardiac sound
653	cardiac_sounds	cardiac_sounds
654	cardiac_murmurs	cardiac murmurs
654	cardiac_murmurs	cardiac murmur
654	cardiac_murmurs	cardiac_murmurs
654	cardiac_murmurs	Auscultation Heart Murmurs and Rubs
654	cardiac_murmurs	auscultation heart murmur and rub
654	cardiac_murmurs	auscultation heart murmur rub
654	cardiac_murmurs	murmurs
654	cardiac_murmurs	murmur
655	chest_exam	thorax
655	chest_exam	chest exam
655	chest_exam	thorax exam
655	chest_exam	chest examination
655	chest_exam	chest/breasts
655	chest_exam	chest breast
655	chest_exam	chest
655	chest_exam	thorax+lungs
655	chest_exam	thorax lung
655	chest_exam	chest_exam
655	chest_exam	thorax
655	chest_exam	chest exam
655	chest_exam	thorax exam
655	chest_exam	chest examination
655	chest_exam	chest/breasts
655	chest_exam	chest breast
655	chest_exam	chest
655	chest_exam	thorax+lungs
655	chest_exam	thorax lung
655	chest_exam	chest_exam
656	pulmonary_exam	resp
656	pulmonary_exam	respiratory system
656	pulmonary_exam	CHEST (RESPIRATORY)
656	pulmonary_exam	chest respiratory
656	pulmonary_exam	respiratory status
656	pulmonary_exam	chest/lungs
656	pulmonary_exam	chest lung
656	pulmonary_exam	pulmonary exam
656	pulmonary_exam	pulmonary examination
656	pulmonary_exam	respiratory
656	pulmonary_exam	pulmonary_exam
656	pulmonary_exam	pulm
656	pulmonary_exam	pulmonary
656	pulmonary_exam	respiratory/cardiovascular
656	pulmonary_exam	respiratory cardiovascular
656	pulmonary_exam	Breathing Pattern
656	pulmonary_exam	breathe pattern
656	pulmonary_exam	lungs
656	pulmonary_exam	lung
656	pulmonary_exam	breathing status
656	pulmonary_exam	breathe status
656	pulmonary_exam	resp
656	pulmonary_exam	respiratory system
656	pulmonary_exam	CHEST (RESPIRATORY)
656	pulmonary_exam	chest respiratory
656	pulmonary_exam	respiratory status
656	pulmonary_exam	chest/lungs
656	pulmonary_exam	chest lung
656	pulmonary_exam	pulmonary exam
656	pulmonary_exam	pulmonary examination
656	pulmonary_exam	respiratory
656	pulmonary_exam	pulmonary_exam
656	pulmonary_exam	pulm
656	pulmonary_exam	pulmonary
656	pulmonary_exam	respiratory/cardiovascular
656	pulmonary_exam	respiratory cardiovascular
656	pulmonary_exam	Breathing Pattern
656	pulmonary_exam	breathe pattern
656	pulmonary_exam	lungs
656	pulmonary_exam	lung
656	pulmonary_exam	breathing status
656	pulmonary_exam	breathe status
657	chest_ausculatation	chest_ausculatation
657	chest_ausculatation	chest ausculatation
657	chest_ausculatation	Auscultation Chest Pulmonary
657	chest_ausculatation	auscultation chest pulmonary
657	chest_ausculatation	Auscultation Chest
657	chest_ausculatation	auscultation chest
658	chest_percussion	chest percussion
658	chest_percussion	chest_percussion
659	tactile_fremitus	fremitus
659	tactile_fremitus	tactile_fremitus
659	tactile_fremitus	tactile fremitus
660	chest_inspection	chest inspection
660	chest_inspection	chest_inspection
660	chest_inspection	Inspection Chest
660	chest_inspection	inspection chest
661	chest_wall_exam	palpation chest
661	chest_wall_exam	chest wall examination
661	chest_wall_exam	chest_wall_exam
661	chest_wall_exam	chest wall exam
661	chest_wall_exam	chest wall
662	axilla_exam	axillae
662	axilla_exam	axilla
662	axilla_exam	axilla exam
662	axilla_exam	axilla
662	axilla_exam	axilla_exam
662	axilla_exam	axilla examination
663	bony_thorax	bony_thorax
663	bony_thorax	bony thorax
663	bony_thorax	rib exam
663	bony_thorax	ribs
663	bony_thorax	rib
664	superficial_vasculature_exam	superficial vasculature
664	superficial_vasculature_exam	superficial vasculature examination
664	superficial_vasculature_exam	superficial vasculature exam
664	superficial_vasculature_exam	superficial_vasculature_exam
665	breast_exam	breast
665	breast_exam	breast examination
665	breast_exam	breasts
665	breast_exam	breast
665	breast_exam	breast exam
665	breast_exam	breast_exam
666	gastrointestinal_exam	gastrointestinal system
666	gastrointestinal_exam	ABDOMEN/GASTROINTESTINAL
666	gastrointestinal_exam	abdomen gastrointestinal
666	gastrointestinal_exam	gastrointestinal_exam
666	gastrointestinal_exam	gastrointestinal
666	gastrointestinal_exam	gi
666	gastrointestinal_exam	abdomen (GI)
666	gastrointestinal_exam	abdomen gi
666	gastrointestinal_exam	gastro
666	gastrointestinal_exam	gastrointestinal exam
666	gastrointestinal_exam	gastrointestinal examination
666	gastrointestinal_exam	gastrointestinal system
666	gastrointestinal_exam	ABDOMEN/GASTROINTESTINAL
666	gastrointestinal_exam	abdomen gastrointestinal
666	gastrointestinal_exam	gastrointestinal_exam
666	gastrointestinal_exam	gastrointestinal
666	gastrointestinal_exam	gi
666	gastrointestinal_exam	abdomen (GI)
666	gastrointestinal_exam	abdomen gi
666	gastrointestinal_exam	gastro
666	gastrointestinal_exam	gastrointestinal exam
666	gastrointestinal_exam	gastrointestinal examination
667	abdominal_exam	abdomen
667	abdominal_exam	abdominal examination
667	abdominal_exam	abdominal
667	abdominal_exam	abd
667	abdominal_exam	abdominal_exam
667	abdominal_exam	abdominal exam
667	abdominal_exam	abdomen
667	abdominal_exam	abdominal examination
667	abdominal_exam	abdominal
667	abdominal_exam	abd
667	abdominal_exam	abdominal_exam
667	abdominal_exam	abdominal exam
668	inspection_abdomen	inspection_abdomen
668	inspection_abdomen	inspection abdomen
669	auscultation_abdomen	auscultation abdomen
669	auscultation_abdomen	auscultation_abdomen
670	auscultation_abdomen_for_bruits	auscultation abdomen for bruits
670	auscultation_abdomen_for_bruits	auscultation abdomen for bruit
670	auscultation_abdomen_for_bruits	auscultation abdomen bruit
670	auscultation_abdomen_for_bruits	auscultation_abdomen_for_bruits
671	auscultation_abdomen_bowel_sounds	auscultation abdomen bowel sounds
671	auscultation_abdomen_bowel_sounds	auscultation abdomen bowel sound
671	auscultation_abdomen_bowel_sounds	auscultation_abdomen_bowel_sounds
672	palpation_abdomen	palpation abdomen
672	palpation_abdomen	palpation_abdomen
673	precussion_abdomen	Percussion Abdomen
673	precussion_abdomen	percussion abdomen
673	precussion_abdomen	precussion_abdomen
673	precussion_abdomen	precussion abdomen
674	anorectal_exam	anorectal_exam
674	anorectal_exam	anorectal
674	anorectal_exam	anorectal exam
674	anorectal_exam	anus/rectum
674	anorectal_exam	anus rectum
674	anorectal_exam	anorectal examination
675	anal_exam	anal exam
675	anal_exam	anal_exam
675	anal_exam	anal
675	anal_exam	anus
675	anal_exam	anal examination
676	rectal_exam	rectal exam
676	rectal_exam	rectal examination
676	rectal_exam	Rectal and Perineal Exam
676	rectal_exam	rectal and perineal exam
676	rectal_exam	rectal perineal exam
676	rectal_exam	rectum
676	rectal_exam	rectal_exam
676	rectal_exam	rectal
677	hemorrhoid_exam	hemorrhoid_exam
677	hemorrhoid_exam	hemorrhoid examination
677	hemorrhoid_exam	hemorrhoid
677	hemorrhoid_exam	hemorrhoid exam
678	prostate_exam	prostate examination
678	prostate_exam	prostate_exam
678	prostate_exam	prostate exam
678	prostate_exam	prostate
679	genitourinary_exam	genitourinary examination
679	genitourinary_exam	genitourinary
679	genitourinary_exam	genitourinary exam
679	genitourinary_exam	gu
679	genitourinary_exam	genitourinary_exam
679	genitourinary_exam	genitourinary tract
679	genitourinary_exam	groin
679	genitourinary_exam	genitourinary system
679	genitourinary_exam	genito
679	genitourinary_exam	genitourinary examination
679	genitourinary_exam	genitourinary
679	genitourinary_exam	genitourinary exam
679	genitourinary_exam	gu
679	genitourinary_exam	genitourinary_exam
679	genitourinary_exam	genitourinary tract
679	genitourinary_exam	groin
679	genitourinary_exam	genitourinary system
679	genitourinary_exam	genito
680	hernia_exam	hernia
680	hernia_exam	hernia examination
680	hernia_exam	hernia_exam
680	hernia_exam	hernias
680	hernia_exam	hernia
680	hernia_exam	hernia exam
681	genital_exam	genital_exam
681	genital_exam	genital exam
681	genital_exam	female genitalia
681	genital_exam	genitalia.male
681	genital_exam	genitaliamale
681	genital_exam	pelvic/genital
681	genital_exam	pelvic genital
681	genital_exam	genital examination
681	genital_exam	male genitalia
681	genital_exam	female gu exam
681	genital_exam	genitalia
681	genital_exam	pelvis/genital
